Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 4.5233e-01, PNorm = 39.5945, GNorm = 0.3828, lr_0 = 1.0000e-03
Loss = 4.2580e-01, PNorm = 42.7086, GNorm = 0.4857, lr_0 = 1.0000e-03
Loss = 4.2226e-01, PNorm = 39.6162, GNorm = 0.7192, lr_0 = 1.0000e-03
Loss = 4.5983e-01, PNorm = 39.6367, GNorm = 0.4891, lr_0 = 1.0000e-03
Loss = 4.3534e-01, PNorm = 39.6569, GNorm = 0.4319, lr_0 = 1.0000e-03
Loss = 4.6489e-01, PNorm = 39.6766, GNorm = 0.3179, lr_0 = 1.0000e-03
Loss = 4.4712e-01, PNorm = 39.6958, GNorm = 0.7427, lr_0 = 1.0000e-03
Loss = 4.3712e-01, PNorm = 39.7152, GNorm = 0.2566, lr_0 = 1.0000e-03
Loss = 4.1264e-01, PNorm = 39.7350, GNorm = 0.2883, lr_0 = 1.0000e-03
Loss = 4.3401e-01, PNorm = 39.7546, GNorm = 0.9292, lr_0 = 1.0000e-03
Loss = 4.3284e-01, PNorm = 39.7745, GNorm = 0.2850, lr_0 = 1.0000e-03
Loss = 4.5654e-01, PNorm = 39.7941, GNorm = 0.6298, lr_0 = 1.0000e-03
Loss = 4.4393e-01, PNorm = 39.8132, GNorm = 0.4956, lr_0 = 1.0000e-03
Loss = 4.1944e-01, PNorm = 39.8315, GNorm = 0.2483, lr_0 = 1.0000e-03
Loss = 4.8106e-01, PNorm = 39.8485, GNorm = 0.8930, lr_0 = 1.0000e-03
Loss = 4.3820e-01, PNorm = 39.8659, GNorm = 0.2545, lr_0 = 1.0000e-03
Loss = 4.4009e-01, PNorm = 39.8848, GNorm = 0.5532, lr_0 = 1.0000e-03
Loss = 4.8851e-01, PNorm = 39.9031, GNorm = 0.4809, lr_0 = 1.0000e-03
Loss = 4.2505e-01, PNorm = 39.9221, GNorm = 0.2282, lr_0 = 1.0000e-03
Loss = 3.7248e-01, PNorm = 39.9418, GNorm = 0.3316, lr_0 = 1.0000e-03
Loss = 4.4444e-01, PNorm = 39.9618, GNorm = 0.5787, lr_0 = 1.0000e-03
Loss = 4.2719e-01, PNorm = 39.9815, GNorm = 0.3050, lr_0 = 1.0000e-03
Loss = 4.0325e-01, PNorm = 40.0011, GNorm = 0.2908, lr_0 = 1.0000e-03
Loss = 4.3266e-01, PNorm = 40.0200, GNorm = 0.3226, lr_0 = 1.0000e-03
Loss = 4.6087e-01, PNorm = 40.0396, GNorm = 0.4275, lr_0 = 1.0000e-03
Loss = 4.8720e-01, PNorm = 40.0598, GNorm = 0.5087, lr_0 = 1.0000e-03
Loss = 4.6271e-01, PNorm = 40.0792, GNorm = 0.5557, lr_0 = 1.0000e-03
Validation auc = 0.814557
Loss = 4.5912e-01, PNorm = 40.0983, GNorm = 0.5956, lr_0 = 1.0000e-03
round 0 best train auc = 0.837642 on epoch 5
round 0 best validation auc = 0.814557 on epoch 5
Epoch 6
Loss = 4.6885e-01, PNorm = 37.9526, GNorm = 0.6503, lr_0 = 1.0000e-03
Loss = 4.6225e-01, PNorm = 40.1165, GNorm = 0.4991, lr_0 = 1.0000e-03
Loss = 4.6579e-01, PNorm = 37.9703, GNorm = 0.1731, lr_0 = 1.0000e-03
Loss = 4.6542e-01, PNorm = 40.1352, GNorm = 0.4028, lr_0 = 1.0000e-03
Loss = 4.6382e-01, PNorm = 37.9881, GNorm = 0.5535, lr_0 = 1.0000e-03
Loss = 4.5726e-01, PNorm = 40.1543, GNorm = 0.3738, lr_0 = 1.0000e-03
Loss = 4.8790e-01, PNorm = 38.0060, GNorm = 0.4123, lr_0 = 1.0000e-03
Loss = 4.3240e-01, PNorm = 40.1742, GNorm = 0.2166, lr_0 = 1.0000e-03
Loss = 4.7214e-01, PNorm = 38.0251, GNorm = 0.2108, lr_0 = 1.0000e-03
Loss = 4.9099e-01, PNorm = 40.1922, GNorm = 0.7307, lr_0 = 1.0000e-03
Loss = 4.6102e-01, PNorm = 38.0441, GNorm = 0.6046, lr_0 = 1.0000e-03
Loss = 4.3573e-01, PNorm = 40.2095, GNorm = 0.3490, lr_0 = 1.0000e-03
Loss = 4.7593e-01, PNorm = 40.2278, GNorm = 0.7308, lr_0 = 1.0000e-03
Loss = 4.3115e-01, PNorm = 38.0637, GNorm = 0.4430, lr_0 = 1.0000e-03
Loss = 4.7449e-01, PNorm = 38.0832, GNorm = 0.5078, lr_0 = 1.0000e-03
Loss = 4.7915e-01, PNorm = 38.1021, GNorm = 0.4982, lr_0 = 1.0000e-03
Loss = 4.8065e-01, PNorm = 38.1208, GNorm = 0.1584, lr_0 = 1.0000e-03
Loss = 4.6469e-01, PNorm = 38.1405, GNorm = 0.7442, lr_0 = 1.0000e-03
Loss = 5.0369e-01, PNorm = 38.1603, GNorm = 0.1919, lr_0 = 1.0000e-03
Loss = 5.0990e-01, PNorm = 38.1791, GNorm = 0.5461, lr_0 = 1.0000e-03
Loss = 4.7128e-01, PNorm = 38.1983, GNorm = 0.2605, lr_0 = 1.0000e-03
Loss = 4.5370e-01, PNorm = 38.2180, GNorm = 0.3536, lr_0 = 1.0000e-03
Loss = 4.7457e-01, PNorm = 38.2378, GNorm = 0.2646, lr_0 = 1.0000e-03
Loss = 4.6184e-01, PNorm = 38.2579, GNorm = 0.2683, lr_0 = 1.0000e-03
Validation auc = 0.854093
round 0 best train auc = 0.891705 on epoch 11
round 0 best validation auc = 0.854093 on epoch 11
Epoch 12
Loss = 5.0402e-01, PNorm = 38.2773, GNorm = 0.4439, lr_0 = 1.0000e-03
Loss = 3.9098e-01, PNorm = 42.7285, GNorm = 0.4022, lr_0 = 1.0000e-03
Loss = 4.8131e-01, PNorm = 38.2971, GNorm = 0.3460, lr_0 = 1.0000e-03
Loss = 3.9370e-01, PNorm = 42.7492, GNorm = 0.1969, lr_0 = 1.0000e-03
Loss = 4.5337e-01, PNorm = 38.3159, GNorm = 0.5417, lr_0 = 1.0000e-03
Loss = 3.7139e-01, PNorm = 42.7710, GNorm = 0.3276, lr_0 = 1.0000e-03
Loss = 4.7305e-01, PNorm = 38.3348, GNorm = 0.1801, lr_0 = 1.0000e-03
Loss = 4.1026e-01, PNorm = 42.7919, GNorm = 0.4507, lr_0 = 1.0000e-03
Loss = 4.6614e-01, PNorm = 38.3545, GNorm = 0.4541, lr_0 = 1.0000e-03
Loss = 4.1626e-01, PNorm = 42.8138, GNorm = 0.5685, lr_0 = 1.0000e-03
Loss = 4.8353e-01, PNorm = 38.3739, GNorm = 0.6468, lr_0 = 1.0000e-03
Loss = 4.0788e-01, PNorm = 42.8350, GNorm = 0.2756, lr_0 = 1.0000e-03
Loss = 4.5778e-01, PNorm = 38.3938, GNorm = 0.3817, lr_0 = 1.0000e-03
Loss = 3.9296e-01, PNorm = 42.8564, GNorm = 0.2940, lr_0 = 1.0000e-03
Loss = 4.9544e-01, PNorm = 38.4131, GNorm = 0.7925, lr_0 = 1.0000e-03
Loss = 4.1902e-01, PNorm = 42.8776, GNorm = 0.2200, lr_0 = 1.0000e-03
Loss = 4.0036e-01, PNorm = 42.8985, GNorm = 0.5003, lr_0 = 1.0000e-03
Loss = 4.6289e-01, PNorm = 38.4328, GNorm = 0.1678, lr_0 = 1.0000e-03
Loss = 4.0590e-01, PNorm = 42.9190, GNorm = 0.4328, lr_0 = 1.0000e-03
Loss = 4.9181e-01, PNorm = 38.4500, GNorm = 0.6230, lr_0 = 1.0000e-03
Loss = 3.9841e-01, PNorm = 42.9384, GNorm = 0.5385, lr_0 = 1.0000e-03
Loss = 4.7156e-01, PNorm = 38.4670, GNorm = 0.5071, lr_0 = 1.0000e-03
Loss = 4.3611e-01, PNorm = 42.9568, GNorm = 0.5755, lr_0 = 1.0000e-03
Loss = 4.4284e-01, PNorm = 38.4847, GNorm = 0.3802, lr_0 = 1.0000e-03
Loss = 4.0204e-01, PNorm = 42.9757, GNorm = 0.4554, lr_0 = 1.0000e-03
Loss = 4.4436e-01, PNorm = 38.5032, GNorm = 0.3288, lr_0 = 1.0000e-03
Loss = 4.5653e-01, PNorm = 42.9947, GNorm = 0.9437, lr_0 = 1.0000e-03
Loss = 4.6131e-01, PNorm = 38.5216, GNorm = 0.1864, lr_0 = 1.0000e-03
Loss = 3.8183e-01, PNorm = 43.0138, GNorm = 0.6294, lr_0 = 1.0000e-03
Loss = 4.6660e-01, PNorm = 38.5403, GNorm = 0.3315, lr_0 = 1.0000e-03
Loss = 3.7472e-01, PNorm = 43.0337, GNorm = 0.3627, lr_0 = 1.0000e-03
Loss = 4.5426e-01, PNorm = 38.5595, GNorm = 0.2037, lr_0 = 1.0000e-03
Loss = 3.8799e-01, PNorm = 43.0532, GNorm = 0.5656, lr_0 = 1.0000e-03
Loss = 4.5986e-01, PNorm = 38.5790, GNorm = 0.3326, lr_0 = 1.0000e-03
Loss = 3.8682e-01, PNorm = 43.0718, GNorm = 0.7378, lr_0 = 1.0000e-03
Loss = 3.8656e-01, PNorm = 43.0906, GNorm = 0.2662, lr_0 = 1.0000e-03
Loss = 4.6237e-01, PNorm = 38.5987, GNorm = 0.2265, lr_0 = 1.0000e-03
Loss = 4.1203e-01, PNorm = 43.1097, GNorm = 0.6825, lr_0 = 1.0000e-03
Loss = 4.8739e-01, PNorm = 38.6182, GNorm = 0.1960, lr_0 = 1.0000e-03
Loss = 4.4144e-01, PNorm = 43.1287, GNorm = 1.1226, lr_0 = 1.0000e-03
Loss = 4.6569e-01, PNorm = 38.6367, GNorm = 0.2484, lr_0 = 1.0000e-03
Loss = 3.8862e-01, PNorm = 43.1481, GNorm = 0.2305, lr_0 = 1.0000e-03
Loss = 4.7383e-01, PNorm = 38.6561, GNorm = 0.3167, lr_0 = 1.0000e-03
Loss = 3.9309e-01, PNorm = 43.1671, GNorm = 0.7609, lr_0 = 1.0000e-03
Loss = 4.7181e-01, PNorm = 38.6743, GNorm = 0.1907, lr_0 = 1.0000e-03
Loss = 4.1441e-01, PNorm = 38.6923, GNorm = 0.3553, lr_0 = 1.0000e-03
Loss = 4.6750e-01, PNorm = 43.1853, GNorm = 1.0947, lr_0 = 1.0000e-03
Loss = 3.6769e-01, PNorm = 43.2037, GNorm = 0.3531, lr_0 = 1.0000e-03
Loss = 4.1102e-01, PNorm = 43.2222, GNorm = 0.6826, lr_0 = 1.0000e-03
Loss = 3.7665e-01, PNorm = 43.2410, GNorm = 0.7664, lr_0 = 1.0000e-03
Loss = 4.0805e-01, PNorm = 43.2605, GNorm = 0.4377, lr_0 = 1.0000e-03
Loss = 4.0800e-01, PNorm = 43.2790, GNorm = 0.2728, lr_0 = 1.0000e-03
Loss = 4.3593e-01, PNorm = 43.2963, GNorm = 0.8540, lr_0 = 1.0000e-03
Loss = 3.6283e-01, PNorm = 43.3131, GNorm = 0.2649, lr_0 = 1.0000e-03
Loss = 3.8746e-01, PNorm = 43.3308, GNorm = 0.1977, lr_0 = 1.0000e-03
Loss = 4.0116e-01, PNorm = 43.3488, GNorm = 0.4192, lr_0 = 1.0000e-03
Loss = 3.7484e-01, PNorm = 43.3676, GNorm = 0.2476, lr_0 = 1.0000e-03
Loss = 3.9988e-01, PNorm = 43.3858, GNorm = 0.2901, lr_0 = 1.0000e-03
Validation auc = 0.850560
round 0 best train auc = 0.869973 on epoch 8
round 0 best validation auc = 0.850560 on epoch 8
Epoch 9
Loss = 3.9532e-01, PNorm = 43.4041, GNorm = 0.2655, lr_0 = 1.0000e-03
Loss = 4.2176e-01, PNorm = 40.2472, GNorm = 0.5995, lr_0 = 1.0000e-03
Loss = 3.9360e-01, PNorm = 43.4221, GNorm = 0.3123, lr_0 = 1.0000e-03
Loss = 4.2802e-01, PNorm = 40.2669, GNorm = 0.3242, lr_0 = 1.0000e-03
Loss = 3.7406e-01, PNorm = 43.4398, GNorm = 0.4492, lr_0 = 1.0000e-03
Loss = 4.0904e-01, PNorm = 40.2884, GNorm = 0.2791, lr_0 = 1.0000e-03
Loss = 4.1077e-01, PNorm = 43.4565, GNorm = 0.2357, lr_0 = 1.0000e-03
Loss = 4.3000e-01, PNorm = 40.3096, GNorm = 0.5358, lr_0 = 1.0000e-03
Loss = 3.7580e-01, PNorm = 43.4737, GNorm = 0.5593, lr_0 = 1.0000e-03
Loss = 4.1745e-01, PNorm = 40.3314, GNorm = 0.2848, lr_0 = 1.0000e-03
Loss = 4.6443e-01, PNorm = 40.3529, GNorm = 0.4933, lr_0 = 1.0000e-03
Loss = 4.2496e-01, PNorm = 40.3741, GNorm = 0.3239, lr_0 = 1.0000e-03
Loss = 4.1982e-01, PNorm = 40.3949, GNorm = 0.3002, lr_0 = 1.0000e-03
Loss = 4.1085e-01, PNorm = 40.4154, GNorm = 0.6128, lr_0 = 1.0000e-03
Loss = 4.5435e-01, PNorm = 40.4351, GNorm = 0.2912, lr_0 = 1.0000e-03
Loss = 4.9288e-01, PNorm = 40.4539, GNorm = 0.4842, lr_0 = 1.0000e-03
Loss = 4.5239e-01, PNorm = 40.4735, GNorm = 0.3025, lr_0 = 1.0000e-03
Loss = 4.4307e-01, PNorm = 40.4933, GNorm = 0.2356, lr_0 = 1.0000e-03
Loss = 4.3612e-01, PNorm = 40.5127, GNorm = 0.2230, lr_0 = 1.0000e-03
Loss = 4.2242e-01, PNorm = 40.5317, GNorm = 0.5966, lr_0 = 1.0000e-03
Loss = 4.4105e-01, PNorm = 40.5507, GNorm = 0.3745, lr_0 = 1.0000e-03
Loss = 4.0745e-01, PNorm = 40.5701, GNorm = 0.2828, lr_0 = 1.0000e-03
Loss = 4.3611e-01, PNorm = 40.5903, GNorm = 0.2493, lr_0 = 1.0000e-03
Loss = 4.1582e-01, PNorm = 40.6098, GNorm = 0.2061, lr_0 = 1.0000e-03
Loss = 4.1250e-01, PNorm = 40.6288, GNorm = 0.4727, lr_0 = 1.0000e-03
Loss = 4.4650e-01, PNorm = 40.6481, GNorm = 0.2764, lr_0 = 1.0000e-03
Loss = 3.9977e-01, PNorm = 40.6678, GNorm = 0.2364, lr_0 = 1.0000e-03
Loss = 4.1393e-01, PNorm = 40.6881, GNorm = 0.4445, lr_0 = 1.0000e-03
Loss = 4.6683e-01, PNorm = 40.7087, GNorm = 0.6280, lr_0 = 1.0000e-03
Loss = 4.4801e-01, PNorm = 40.7295, GNorm = 0.6126, lr_0 = 1.0000e-03
Loss = 4.2548e-01, PNorm = 40.7488, GNorm = 0.7053, lr_0 = 1.0000e-03
Loss = 4.0113e-01, PNorm = 40.7681, GNorm = 0.1944, lr_0 = 1.0000e-03
Loss = 4.6104e-01, PNorm = 40.7866, GNorm = 1.0444, lr_0 = 1.0000e-03
Loss = 4.1470e-01, PNorm = 40.8056, GNorm = 0.2834, lr_0 = 1.0000e-03
Loss = 4.3312e-01, PNorm = 40.8236, GNorm = 0.4065, lr_0 = 1.0000e-03
Loss = 4.3967e-01, PNorm = 40.8414, GNorm = 0.5412, lr_0 = 1.0000e-03
Validation auc = 0.827548
round 0 best train auc = 0.851517 on epoch 6
round 0 best validation auc = 0.827548 on epoch 6
Epoch 7
Loss = 4.1591e-01, PNorm = 40.8601, GNorm = 0.2409, lr_0 = 1.0000e-03
Loss = 4.6310e-01, PNorm = 38.7099, GNorm = 0.5152, lr_0 = 1.0000e-03
Loss = 4.1311e-01, PNorm = 40.8791, GNorm = 0.2127, lr_0 = 1.0000e-03
Loss = 4.7309e-01, PNorm = 38.7282, GNorm = 0.1914, lr_0 = 1.0000e-03
Loss = 4.3712e-01, PNorm = 40.8980, GNorm = 0.3620, lr_0 = 1.0000e-03
Loss = 4.5767e-01, PNorm = 38.7477, GNorm = 0.2196, lr_0 = 1.0000e-03
Loss = 4.2713e-01, PNorm = 40.9161, GNorm = 0.2195, lr_0 = 1.0000e-03
Loss = 4.1768e-01, PNorm = 40.9329, GNorm = 0.2550, lr_0 = 1.0000e-03
Loss = 5.2311e-01, PNorm = 38.7676, GNorm = 0.6938, lr_0 = 1.0000e-03
Loss = 4.0380e-01, PNorm = 40.9500, GNorm = 0.2296, lr_0 = 1.0000e-03
Loss = 4.3967e-01, PNorm = 38.7875, GNorm = 0.3702, lr_0 = 1.0000e-03
Loss = 4.1611e-01, PNorm = 40.9655, GNorm = 0.3062, lr_0 = 1.0000e-03
Loss = 4.2915e-01, PNorm = 38.8071, GNorm = 0.3514, lr_0 = 1.0000e-03
Loss = 4.2434e-01, PNorm = 40.9799, GNorm = 0.3059, lr_0 = 1.0000e-03
Loss = 5.0527e-01, PNorm = 38.8272, GNorm = 0.4127, lr_0 = 1.0000e-03
Loss = 4.0064e-01, PNorm = 40.9958, GNorm = 0.4385, lr_0 = 1.0000e-03
Loss = 4.4748e-01, PNorm = 38.8473, GNorm = 0.6047, lr_0 = 1.0000e-03
Loss = 4.4633e-01, PNorm = 38.8666, GNorm = 0.5355, lr_0 = 1.0000e-03
Loss = 4.5825e-01, PNorm = 38.8854, GNorm = 0.4497, lr_0 = 1.0000e-03
Loss = 4.3059e-01, PNorm = 38.9051, GNorm = 0.4357, lr_0 = 1.0000e-03
Loss = 4.4448e-01, PNorm = 38.9249, GNorm = 0.1961, lr_0 = 1.0000e-03
Loss = 4.8480e-01, PNorm = 38.9446, GNorm = 0.2862, lr_0 = 1.0000e-03
Loss = 4.3491e-01, PNorm = 38.9639, GNorm = 0.5118, lr_0 = 1.0000e-03
Loss = 4.6090e-01, PNorm = 38.9839, GNorm = 0.3954, lr_0 = 1.0000e-03
Validation auc = 0.861100
round 0 best train auc = 0.901691 on epoch 12
round 0 best validation auc = 0.861100 on epoch 12
Epoch 13
Loss = 4.0030e-01, PNorm = 39.0056, GNorm = 0.2300, lr_0 = 1.0000e-03
Loss = 3.5024e-01, PNorm = 43.4912, GNorm = 0.3138, lr_0 = 1.0000e-03
Loss = 4.2601e-01, PNorm = 39.0273, GNorm = 0.4036, lr_0 = 1.0000e-03
Loss = 3.8663e-01, PNorm = 43.5083, GNorm = 0.2455, lr_0 = 1.0000e-03
Loss = 4.9051e-01, PNorm = 39.0493, GNorm = 0.4302, lr_0 = 1.0000e-03
Loss = 3.8276e-01, PNorm = 43.5248, GNorm = 0.4002, lr_0 = 1.0000e-03
Loss = 4.4917e-01, PNorm = 39.0718, GNorm = 0.2945, lr_0 = 1.0000e-03
Loss = 4.1879e-01, PNorm = 43.5410, GNorm = 0.4075, lr_0 = 1.0000e-03
Loss = 4.6728e-01, PNorm = 39.0939, GNorm = 0.5166, lr_0 = 1.0000e-03
Loss = 3.5195e-01, PNorm = 43.5579, GNorm = 0.2278, lr_0 = 1.0000e-03
Loss = 4.2640e-01, PNorm = 39.1156, GNorm = 0.6331, lr_0 = 1.0000e-03
Loss = 3.7928e-01, PNorm = 43.5754, GNorm = 0.4576, lr_0 = 1.0000e-03
Loss = 4.5975e-01, PNorm = 39.1377, GNorm = 0.2387, lr_0 = 1.0000e-03
Loss = 3.9205e-01, PNorm = 43.5933, GNorm = 0.4889, lr_0 = 1.0000e-03
Loss = 4.6169e-01, PNorm = 39.1591, GNorm = 0.6661, lr_0 = 1.0000e-03
Loss = 3.5265e-01, PNorm = 43.6123, GNorm = 0.2423, lr_0 = 1.0000e-03
Loss = 4.5023e-01, PNorm = 39.1796, GNorm = 0.4417, lr_0 = 1.0000e-03
Loss = 3.5362e-01, PNorm = 43.6308, GNorm = 0.5787, lr_0 = 1.0000e-03
Loss = 4.4418e-01, PNorm = 39.1994, GNorm = 0.4479, lr_0 = 1.0000e-03
Loss = 3.6567e-01, PNorm = 43.6479, GNorm = 0.4541, lr_0 = 1.0000e-03
Loss = 4.4101e-01, PNorm = 39.2194, GNorm = 0.3660, lr_0 = 1.0000e-03
Loss = 4.2496e-01, PNorm = 43.6636, GNorm = 0.4331, lr_0 = 1.0000e-03
Loss = 4.3321e-01, PNorm = 39.2400, GNorm = 0.2908, lr_0 = 1.0000e-03
Loss = 4.0051e-01, PNorm = 43.6802, GNorm = 0.6895, lr_0 = 1.0000e-03
Loss = 4.8280e-01, PNorm = 39.2590, GNorm = 0.4978, lr_0 = 1.0000e-03
Loss = 3.8720e-01, PNorm = 43.6980, GNorm = 0.6498, lr_0 = 1.0000e-03
Loss = 3.9202e-01, PNorm = 43.7151, GNorm = 0.2657, lr_0 = 1.0000e-03
Loss = 4.7158e-01, PNorm = 39.2775, GNorm = 0.4185, lr_0 = 1.0000e-03
Loss = 3.6249e-01, PNorm = 43.7327, GNorm = 0.5729, lr_0 = 1.0000e-03
Loss = 4.4256e-01, PNorm = 39.2952, GNorm = 0.3872, lr_0 = 1.0000e-03
Loss = 3.7050e-01, PNorm = 43.7505, GNorm = 0.2606, lr_0 = 1.0000e-03
Loss = 4.7348e-01, PNorm = 39.3129, GNorm = 0.6718, lr_0 = 1.0000e-03
Loss = 3.7732e-01, PNorm = 43.7684, GNorm = 0.2493, lr_0 = 1.0000e-03
Loss = 4.5949e-01, PNorm = 39.3312, GNorm = 0.2062, lr_0 = 1.0000e-03
Loss = 3.7374e-01, PNorm = 43.7860, GNorm = 0.3482, lr_0 = 1.0000e-03
Loss = 4.4743e-01, PNorm = 39.3494, GNorm = 0.4544, lr_0 = 1.0000e-03
Loss = 3.9598e-01, PNorm = 43.8035, GNorm = 0.3319, lr_0 = 1.0000e-03
Loss = 4.4020e-01, PNorm = 39.3669, GNorm = 0.5926, lr_0 = 1.0000e-03
Loss = 4.0570e-01, PNorm = 43.8216, GNorm = 0.4302, lr_0 = 1.0000e-03
Loss = 4.6461e-01, PNorm = 39.3841, GNorm = 0.2103, lr_0 = 1.0000e-03
Loss = 3.7137e-01, PNorm = 43.8401, GNorm = 0.2736, lr_0 = 1.0000e-03
Loss = 4.5621e-01, PNorm = 39.4019, GNorm = 0.3387, lr_0 = 1.0000e-03
Loss = 3.6117e-01, PNorm = 43.8584, GNorm = 0.2487, lr_0 = 1.0000e-03
Loss = 4.6174e-01, PNorm = 39.4191, GNorm = 0.6721, lr_0 = 1.0000e-03
Loss = 3.8965e-01, PNorm = 43.8761, GNorm = 0.4124, lr_0 = 1.0000e-03
Loss = 4.3699e-01, PNorm = 39.4375, GNorm = 0.2220, lr_0 = 1.0000e-03
Loss = 3.9995e-01, PNorm = 43.8941, GNorm = 0.3754, lr_0 = 1.0000e-03
Loss = 4.7568e-01, PNorm = 39.4548, GNorm = 0.6294, lr_0 = 1.0000e-03
Loss = 3.5849e-01, PNorm = 43.9109, GNorm = 0.2951, lr_0 = 1.0000e-03
Loss = 4.7053e-01, PNorm = 39.4720, GNorm = 0.5311, lr_0 = 1.0000e-03
Loss = 3.8320e-01, PNorm = 43.9281, GNorm = 0.2582, lr_0 = 1.0000e-03
Loss = 3.8545e-01, PNorm = 43.9457, GNorm = 0.2718, lr_0 = 1.0000e-03
Loss = 3.9827e-01, PNorm = 43.9634, GNorm = 0.4573, lr_0 = 1.0000e-03
Loss = 3.9538e-01, PNorm = 43.9820, GNorm = 0.3859, lr_0 = 1.0000e-03
Loss = 3.9332e-01, PNorm = 44.0008, GNorm = 0.5905, lr_0 = 1.0000e-03
Loss = 3.8442e-01, PNorm = 44.0192, GNorm = 0.3788, lr_0 = 1.0000e-03
Loss = 3.7580e-01, PNorm = 44.0388, GNorm = 0.4759, lr_0 = 1.0000e-03
Loss = 3.6066e-01, PNorm = 44.0584, GNorm = 0.3771, lr_0 = 1.0000e-03
Loss = 3.8454e-01, PNorm = 44.0782, GNorm = 0.3707, lr_0 = 1.0000e-03
Loss = 4.0237e-01, PNorm = 44.0966, GNorm = 0.2868, lr_0 = 1.0000e-03
Loss = 4.1069e-01, PNorm = 44.1140, GNorm = 0.3961, lr_0 = 1.0000e-03
Validation auc = 0.855823
round 0 best train auc = 0.877421 on epoch 9
round 0 best validation auc = 0.855823 on epoch 9
Epoch 10
Loss = 3.7940e-01, PNorm = 44.1306, GNorm = 0.4265, lr_0 = 1.0000e-03
Loss = 3.9703e-01, PNorm = 41.0122, GNorm = 0.2982, lr_0 = 1.0000e-03
Loss = 4.0365e-01, PNorm = 44.1476, GNorm = 0.2993, lr_0 = 1.0000e-03
Loss = 3.7737e-01, PNorm = 41.0300, GNorm = 0.3337, lr_0 = 1.0000e-03
Loss = 3.9464e-01, PNorm = 44.1649, GNorm = 0.3092, lr_0 = 1.0000e-03
Loss = 4.1018e-01, PNorm = 41.0487, GNorm = 0.4055, lr_0 = 1.0000e-03
Loss = 4.5194e-01, PNorm = 44.1821, GNorm = 0.7191, lr_0 = 1.0000e-03
Loss = 4.3037e-01, PNorm = 41.0660, GNorm = 0.5577, lr_0 = 1.0000e-03
Loss = 4.2812e-01, PNorm = 41.0836, GNorm = 0.6339, lr_0 = 1.0000e-03
Loss = 4.1334e-01, PNorm = 41.1011, GNorm = 0.2731, lr_0 = 1.0000e-03
Loss = 4.1422e-01, PNorm = 41.1181, GNorm = 0.9857, lr_0 = 1.0000e-03
Loss = 3.8523e-01, PNorm = 41.1358, GNorm = 0.3347, lr_0 = 1.0000e-03
Loss = 4.2676e-01, PNorm = 41.1544, GNorm = 0.5086, lr_0 = 1.0000e-03
Loss = 4.2128e-01, PNorm = 41.1731, GNorm = 0.6824, lr_0 = 1.0000e-03
Loss = 4.6275e-01, PNorm = 41.1921, GNorm = 0.9747, lr_0 = 1.0000e-03
Loss = 4.1957e-01, PNorm = 41.2114, GNorm = 0.2578, lr_0 = 1.0000e-03
Loss = 3.7440e-01, PNorm = 41.2318, GNorm = 0.2549, lr_0 = 1.0000e-03
Loss = 4.2990e-01, PNorm = 41.2508, GNorm = 0.4426, lr_0 = 1.0000e-03
Loss = 4.1613e-01, PNorm = 41.2692, GNorm = 0.3460, lr_0 = 1.0000e-03
Loss = 4.6065e-01, PNorm = 41.2870, GNorm = 0.2921, lr_0 = 1.0000e-03
Loss = 4.2501e-01, PNorm = 41.3052, GNorm = 0.5593, lr_0 = 1.0000e-03
Loss = 3.9588e-01, PNorm = 41.3229, GNorm = 0.2930, lr_0 = 1.0000e-03
Loss = 4.4634e-01, PNorm = 41.3399, GNorm = 0.3887, lr_0 = 1.0000e-03
Loss = 4.4269e-01, PNorm = 41.3566, GNorm = 0.3939, lr_0 = 1.0000e-03
